cd,title,address,category,menuName,menuPrice,phone,parking,holiday,openDay,openHour
1113165,토겐,서울특별시 양천구 목동 961 206동 117호,일본음식/초밥,"['저녁오마카세', '점심오마카세']","['85,000 원', '45,000 원']",0503-5798-3546,o,정기휴무-매주(월),"일,화,수,목,금,토",12:00 ~ 21:30
1023282,미가도,경기도 용인시 기흥구 중동 1111,일본음식/초밥,"['A코스2인', 'B코스 2인', 'A코스 3인', 'B코스 3인', 'A코스 4인', 'B코스 4인', '미가도스폐셜', '미가도 프리미엄', '미가도 VIP', '대게', '킹크랩', '랍스타', '털게', '홍게', '모듬숙성회', '연어회', '민물장어한판', '대하장', '오마카세(가족모임)', '오마카세(사모님모임)', '오마카세(직장회식)', '오마카세(상견례)', '숙성회덮밥', '연어회덮밥', '알밥', '알탕', '대구탕', '물회국수', '해물라면', '초밥', '특초밥', '간고등어구이', '갈치구이', '코다리정식', '미가도 런치A', '미가도 런치B']","['70,000 원', '100,000 원', '100,000 원', '140,000 원', '140,000 원', '200,000 원', '100,000 원', '150,000 원', '200,000 원', '45,000 원', '30,000 원', '45,000 원', '30,000 원', '8,000 원', '8,000 원', '10,000 원', '10,000 원', '10,000 원', '10,000 원', '10,000 원', '15,000 원', '20,000 원', '13,000 원', '13,000 원', '13,000 원', '20,000 원', '30,000 원']",None,None,None,주중,10:00 ~ 22:00
873869,갓포 본,경상북도 구미시 황상동 318-15,일본음식/초밥,"['런치 본정식', '디너 오마카세', '런치 오마카세', '스페셜 오마카세', '2인 사시미', '3인 사시미', '4인 사시미']","['10,000 원', '50,000 원', '30,000 원', '70,000 원', '35,000 원', '55,000 원', '70,000 원']",0503-5798-1383,None,None,None,None
768857,스시153,부산광역시 남구 문현동 1229-1,일본음식/초밥,"['지라시스시 세트', '니기리스시 세트', '사시미정식 세트', '스시 오마카세 코스', '사시미 오마카세 코스']","['16,000 원', '20,000 원', '20,000 원', '36,000 원', '39,000 원']",051-632-5153,None,None,주중,11:00 ~ 22:00
429216,문스시,부산광역시 해운대구 좌동 1341-22,일본음식/초밥,"['런치 오마카세 문 스시', '오마카세 스 스시', '오마카세 사시미 쯔루', '오마카세 사시미 카메']","['55,000 원', '80,000 원', '120,000 원', '90,000 원', '130,000 원']",051-744-3316,None,None,None,None
1271398,스시카부,부산광역시 북구 덕천동 417-27,일본음식/초밥,['오마카세'],"['55,000 원']",0503-5798-3473,None,정기휴무-매주(일),None,None
1270165,코우엔,서울특별시 서초구 방배동 426-1,일본음식/초밥,"['점심 지라시 즈시', '저녁 오마카세']","['30,000 원', '88,000 원']",0503-5798-3271,None,정기휴무-매주(월),매일,18:30 ~ 22:00
1269853,스시이타루,서울특별시 강남구 신사동 640-13,일본음식/초밥,"['런치 오마카세', '디너 오마카세']","['80,000 원', '150,000 원']",02-548-5048,None,정기휴무-매주(일),None,None
1247232,으뜸이로리바타,부산광역시 수영구 남천동 20-57 ,일본음식/초밥,['오마카세'],"['68,000 원']",0503-5798-3210,x,"정기휴무-매월 둘째주(월),정기휴무-매주(일)",매일,17:30 ~ 22:30
1229179,안덕스시,부산광역시 해운대구 중동1515-1,일본음식/초밥,['오마카세'],"['75,000 원']",0503-5798-2942,None,"정기휴무-매주(일,목)",매일,18:30 ~ 20:30
1227012,스시산블루,서울특별시 용산구 한강로3가 40-999 ,일본음식/초밥,"['카이센동', '런치스시오마카세', '디너스시오마카세']","['17,000 원', '45,000 원', '70,000 원']",02-2012-2766,None,None,None,None
1218519,스시카네,서울특별시 서초구 서초동 1694-3 ,일본음식/초밥,"['스시A', '스시B', '스시C']","['26,000 원', '33,000 원', '38,000 원']",02-594-9955,None,None,None,None
1166240,스시호센,서울특별시 종로구 사직동 9 풍림스페이스본 상가 B106호,일본음식/초밥,"['런치 오마카세', '디너 오마카세']","['50,000 원', '85,000 원']",02-733-5451,None,정기휴무-매주(일),매일,12:00 ~ 22:00
1159574,쿠시아게진,서울특별시 강남구 청담동 19-36,일본음식/초밥,['쿠시아게진 오마카세'],"['120,000 원']",0503-5798-2649,None,정기휴무-매주(일),None,None
1088548,와사이 진,서울특별시 강남구 논현동 108,일본음식/초밥,['디너오마카세'],"['100,000 원']",02-511-2173,None,정기휴무-매주(일),매일,18:00 ~ 22:00
1050368,스시코하쿠,제주특별자치도 제주시 노형동 138-2 ,일본음식/초밥,"['Lunch - 오마카세', 'Dinner - 오마카세', '콜키지']","['60,000 원', '150,000 원', '30,000 원']",064-748-8018,o,정기휴무-매주(일),None,None
1014900,젠또요요,서울특별시 강남구 청담동 85-6 2층,일본음식/초밥,"['런치 카운터 스시오마카세', '디너 카운터 스시오마카세', '디너 카운터 사시미오마카세']","['70,000 원', '130,000 원', '150,000 원']",02-543-7508,None,None,매일,11:30 ~ 23:00
998997,하루,서울특별시 영등포구 여의도동 25 씨티플라자 3층 하루158,일본음식/초밥,[],[],02-761-7889,None,None,None,None
786427,현스시,서울특별시 용산구 이촌동 301-162,일본음식/초밥,"['런치 오마카세 스시', '디너 오마카세 스시', '사시미', '모둠초밥 포장']","['50,000 원', '60,000 원', '100,000 원', '40,000 원']",02-793-7763,None,None,주중,11:30 ~ 23:00
699124,스시카메,경상북도 안동시 정하동 289-6,일본음식/초밥,"['디너 오마카세', '디너 사시미 코스', '스시코스', '런치 스시세트', '런치 스시코스']","['80,000 원', '55,000 원', '35,000 원', '20,000 원', '30,000 원']",054-856-5557,None,정기휴무-매주(일),주중,17:30 ~ 21:30
1261788,갓포준 x 에스테반,서울특별시 강남구 신사동 570-6,일본음식/초밥,['오마카세'],"['95,000 원']",02-6326-0307,None,None,None,None
1283019,스시미즈테이,서울특별시 신당동 372-445   ,일본음식/초밥,"['런치 스시 오마카세', '디너 스시 오마카세']","['50,000 원', '100,000 원']",None,None,None,None,None
1271210,스시오타루,제주특별자치도 제주시 아라일동 6117-8,일본음식/초밥,"['사시미오마가세_1인', '스시오마가세_1인', '초밥도시락', '스시오마카세도시락', '사시미오마카세도시락']","['50,000 원', '35,000 원', '20,000 원', '35,000 원', '50,000 원']",064-752-5271,None,None,매일,10:00 ~ 22:00
1269945,김영태스시L,부산광역시 부산진구 부전동 503-15 ,일본음식/초밥,"['김영태스시 무한리필', '최실장스시(16P)', '김영태스시오마카세(23P)']","['35,000 원', '20,000 원', '33,000 원']",051-810-4030,None,None,"일,금,토",11:00 ~ 21:30
1269748,야키토리 미식서울,서울특별시 마포구 연남동 224-60,일본음식/초밥,"['오마카세 코스', '츠쿠네', '난코츠', '참마', '토마토 샐러드']","['20,000 원', '2,500 원', '2,500 원', '2,500 원', '8,000 원']",0503-5798-3123,None,정기휴무-매주(월),매일,17:00 ~ 23:40
1208856,스미토라,서울특별시 성동구 성수동2가 316-19 ,일본음식/초밥,"['전채 / 사시미 / 튀김 / 구이 / 나베 / 야끼토리', '디너 오마카세']","['10,000 원', '30,000 원', '35,000 원', '55,000 원']",02-6406-1119,None,정기휴무-매주(일),주중,17:00 ~ 01:00
1127353,갓포호빈,서울특별시 강남구 청담동 124-14,일본음식/초밥,"['마구로코스', '단품메뉴', '사시미오마카세']","['65,000 원', '15,000 원', '95,000 원']",02-549-7776,None,None,None,None
998368,야키토리 분라쿠,"６-12-1 上野 Taitō, Tokyo 110-0005",일본음식/초밥,['오마카세'],['850 엔'],+81 3-3832-0319,None,None,일,11:00 ~ 20:00
997208,스시쇼부 2호점,서울특별시 은평구 응암동 85-4,일본음식/초밥,['오마카세'],"['44,000 원']",02-386-0045,None,None,None,None
873736,초밥집,전라북도 전주시 완산구 고사동 242-1   ,일본음식/초밥,"['오늘의 초밥 10pcs', '특선 초밥 12pcs', '오마카세 12pcs(뱃살위주)', '생선회 덮밥', '참치회 덮밥']","['12,000 원', '18,000 원', '23,000 원', '8,000 원', '8,000 원']",063-271-0741,None,None,None,None
805699,동경오이시,대전광역시 서구 관저동 1283,일본음식/초밥,"['오마카세/1人', '(특)오마카세/1인', '참치머리사시미세트', '미소메로구이', '물회']","['28,000 원', '35,000 원', '55,000 원', '18,000 원', '35,000 원']",042-544-7337,None,None,일,17:00 ~ 21:00
459011,스시쿠마 본점,광주광역시 남구 방림동 533-17,일본음식/초밥,"['오마카세', '쿠미초밥']","['28,000 원', '28,000 원', '9,500 원', '9,500 원']",062-654-7676,None,None,주중,11:00 ~ 00:00
459896,백산키친,부산광역시 동구 범일동 830-140 동일타워,일본음식/초밥,"['갑오징어와 새우버터구이', '1인 사시미', '특모둠회']","['33,000 원', '35,000 원', '60,000 원', '110,000 원']",051-635-8219,None,정기휴무-매주(일),매일,17:00 ~ 02:00
458456,안치순 식당,충청북도 청주시 상당구 서문동 224-19,일본음식/초밥,[],[],0503-5798-0543,None,None,주중,17:00 ~ 01:00
380703,鮨安吉,"4 Chome-3-11 Hakata Ekimae, Hakata Ward, Fukuoka, Fukuoka Prefecture 812-0011 일본",일본음식/초밥,[],[],81-92-437-8111,None,정기휴무-매주(일),매일,18:00 ~ 22:00
1115563,송우종 다이닝,서울특별시 강남구 신사동 645-16,일본음식/초밥,"['코사카 테이스팅 코스 (디너)', '코토부키 코스 (디너)', '런치 A 코스', '런치 B코스']","['148,000 원', '98,000 원', '45,000 원', '75,000 원']",02-517-9993,None,정기휴무-매주(일),None,None
